node_A,node_B,node_C
D0674007,D0693400,D0695820
D0674007,D0695338,D0695820
D0693400,D0695338,D0695820
D0676900,D0677714,D0679745
D0676900,D0677714,D0681717
D0676900,D0677714,D0689921
D0676900,D0677714,D0686273
D0676900,D0679745,D0681717
D0676900,D0679745,D0689921
D0676900,D0681717,D0689921
D0677714,D0679745,D0681717
D0677714,D0679745,D0689921
D0677714,D0681717,D0689921
D0681107,D0694316,D0694318
D0681107,D0681726,D0689543
D0681107,D0689543,D0694316
D0681107,D0689543,D0694318
D0676081,D0678937,D0687485
D0676081,D0678937,D0689541
D0676081,D0678937,D0692476
D0676081,D0678937,D0693872
D0676081,D0687485,D0689541
D0676081,D0687485,D0692476
D0676081,D0689541,D0692476
D0678937,D0687485,D0689541
D0678937,D0687485,D0692476
D0678937,D0689541,D0692476
D0687485,D0689541,D0692476
D0692944,D0692945,D0693399
D0677721,D0681728,D0682929
D0677721,D0681728,D0692052
D0677721,D0682929,D0682930
D0677721,D0682929,D0695823
D0677721,D0682929,D0692052
D0677721,D0682929,D0682931
D0681728,D0682929,D0682930
D0681728,D0682929,D0695823
D0681728,D0682929,D0692052
D0681728,D0682929,D0682931
D0679320,D0694813,D0695337
D0679748,D0694812,D0695337
D0679748,D0694812,D0694813
D0673603,D0689543,D0694316
D0673603,D0689543,D0694318
D0673603,D0694316,D0694318
D0689543,D0694316,D0694318
D0685415,D0694317,D0694319
D0680161,D0680162,D0681108
D0680161,D0680162,D0680163
D0680161,D0680162,D0681107
D0680161,D0680162,D0681726
D0680161,D0680162,D0689543
D0680161,D0680162,D0680581
D0680161,D0680162,D0681721
D0680161,D0680162,D0686659
D0680162,D0680163,D0681107
D0680162,D0680163,D0681726
D0680162,D0680163,D0689543
D0680162,D0680163,D0681108
D0680162,D0680163,D0686659
D0680162,D0681107,D0685411
D0680162,D0681107,D0694316
D0680162,D0681107,D0681726
D0680162,D0681107,D0689543
D0680162,D0681726,D0689543
D0680162,D0689543,D0694316
D0680162,D0689543,D0694318
D0680162,D0680581,D0681721
D0680162,D0680581,D0695339
D0678403,D0680162,D0681108
D0678403,D0680162,D0680163
D0678403,D0680162,D0681107
D0678403,D0680162,D0681726
D0678403,D0680162,D0689543
D0678403,D0680162,D0680581
D0678403,D0680162,D0681721
D0678403,D0680162,D0686659
D0678403,D0680163,D0681107
D0678403,D0680163,D0681726
D0678403,D0680163,D0689543
D0678403,D0680163,D0681108
D0678403,D0680163,D0686659
D0678403,D0681107,D0685411
D0678403,D0681107,D0694316
D0678403,D0681107,D0681726
D0678403,D0681107,D0689543
D0678403,D0681726,D0689543
D0678403,D0689543,D0694316
D0678403,D0689543,D0694318
D0680163,D0681107,D0685411
D0680163,D0681107,D0694316
D0680163,D0681107,D0681726
D0680163,D0681107,D0689543
D0680163,D0681726,D0689543
D0680163,D0689543,D0694316
D0680163,D0689543,D0694318
D0681726,D0689543,D0694316
D0681726,D0689543,D0694318
D0675674,D0675675,D0682348
D0678402,D0681720,D0686658
D0675673,D0678403,D0680162
D0675673,D0678403,D0680163
D0675673,D0678403,D0681107
D0675673,D0678403,D0681726
D0675673,D0678403,D0689543
D0675673,D0678403,D0694318
D0675673,D0678402,D0681720
D0685414,D0692477,D0695339
D0685414,D0687089,D0695339
D0677720,D0681719,D0685415
D0677720,D0685415,D0694317
D0677720,D0685415,D0694319
D0681719,D0685415,D0694317
D0681719,D0685415,D0694319
D0698388,D0698857,D0698858
D0716370,D0716372,D0719999
D0705346,D0706337,D0711460
D0705346,D0706337,D0716370
D0705346,D0706337,D0716372
D0705346,D0706337,D0716371
D0705346,D0711460,D0716370
D0705346,D0711460,D0716372
D0705346,D0711460,D0713447
D0705346,D0711460,D0720000
D0705346,D0716370,D0716371
D0705346,D0716370,D0716372
D0705346,D0716372,D0719999
D0706337,D0711460,D0716370
D0706337,D0711460,D0716372
D0706337,D0711460,D0713447
D0706337,D0711460,D0720000
D0706337,D0716370,D0716371
D0706337,D0716370,D0716372
D0706337,D0716372,D0719999
D0711460,D0716370,D0716371
D0711460,D0716370,D0716372
D0711460,D0716372,D0719999
D0711460,D0713447,D0720000
D0697966,D0697967,D0698389
D0697966,D0697967,D0702760
D0697966,D0697967,D0718383
D0697966,D0698389,D0702760
D0697966,D0698389,D0718383
D0697966,D0702760,D0718383
D0697967,D0698389,D0702760
D0697967,D0698389,D0718383
D0697967,D0702760,D0718383
D0698389,D0702760,D0718383
D0697131,D0714863,D0715355
D0707749,D0707750,D0708254
D0705347,D0705853,D0705855
D0705347,D0705853,D0705856
D0705347,D0705855,D0705856
D0705853,D0705855,D0705856
D0701898,D0703264,D0706341
D0701561,D0703264,D0706341
D0707288,D0713447,D0720000
D0700650,D0701898,D0706341
D0700650,D0701898,D0703264
D0700650,D0703264,D0706341
D0697549,D0707751,D0707752
D0697964,D0697965,D0699784
D0697964,D0697965,D0701563
D0711462,D0712459,D0718382
D0735266,D0738428,D0738430
D0733217,D0734814,D0740359
D0724141,D0725184,D0734814
D0724141,D0725184,D0740359
D0724141,D0725184,D0726249
D0724141,D0725184,D0727413
D0724141,D0725184,D0727414
D0724141,D0725184,D0727415
D0724141,D0725184,D0741945
D0724141,D0734814,D0740359
D0725184,D0734814,D0740359
D0725184,D0726249,D0727413
D0725184,D0726249,D0727414
D0725184,D0726249,D0727415
D0725184,D0726249,D0741945
D0725184,D0726249,D0726250
D0725184,D0726249,D0726251
D0725184,D0726249,D0742960
D0725184,D0727413,D0727414
D0725184,D0727413,D0727415
D0725184,D0727413,D0741945
D0725184,D0727414,D0727415
D0725184,D0727414,D0741945
D0725184,D0727415,D0741945
D0725184,D0727415,D0727416
D0722108,D0734814,D0740359
D0722339,D0725184,D0734814
D0722339,D0725184,D0740359
D0722339,D0725184,D0726249
D0722339,D0725184,D0727413
D0722339,D0725184,D0727414
D0722339,D0725184,D0727415
D0722339,D0725184,D0741945
D0722339,D0726249,D0727413
D0722339,D0726249,D0727414
D0722339,D0726249,D0727415
D0722339,D0726249,D0741945
D0722339,D0726249,D0726250
D0722339,D0726249,D0726251
D0722339,D0726249,D0742960
D0722339,D0727413,D0727414
D0722339,D0727413,D0727415
D0722339,D0727413,D0741945
D0722339,D0727414,D0727415
D0722339,D0727414,D0741945
D0722339,D0727415,D0741945
D0722339,D0727415,D0727416
D0726249,D0727413,D0727414
D0726249,D0727413,D0727415
D0726249,D0727413,D0741945
D0726249,D0727414,D0727415
D0726249,D0727414,D0741945
D0726249,D0727415,D0741945
D0726249,D0727415,D0727416
D0726249,D0726250,D0726251
D0726249,D0726250,D0742960
D0726249,D0726251,D0742960
D0727413,D0727414,D0727415
D0727413,D0727414,D0741945
D0727413,D0727415,D0741945
D0727413,D0727415,D0727416
D0727414,D0727415,D0741945
D0727414,D0727415,D0727416
D0727409,D0727410,D0727417
D0727409,D0727410,D0742450
D0727409,D0727417,D0742450
D0727410,D0727417,D0742450
D0724140,D0727415,D0741945
D0724140,D0727415,D0727416
D0732108,D0737895,D0744028
D0730437,D0732108,D0740358
D0730437,D0732108,D0737895
D0730437,D0737895,D0744028
D0724142,D0726251,D0742960
D0724142,D0726249,D0727413
D0724142,D0726249,D0727414
D0724142,D0726249,D0727415
D0724142,D0726249,D0741945
D0724142,D0726249,D0726250
D0724142,D0726249,D0726251
D0724142,D0726249,D0742960
D0724142,D0726250,D0726251
D0724142,D0726250,D0742960
D0725180,D0725181,D0728675
D0726250,D0726251,D0742960
D0723615,D0724141,D0725184
D0723615,D0724141,D0734814
D0723615,D0724141,D0740359
D0720803,D0730437,D0732108
D0720803,D0730437,D0737895
D0720803,D0730437,D0744028
D0720803,D0737895,D0744028
D0722109,D0730437,D0732108
D0722109,D0730437,D0737895
D0722109,D0730437,D0744028
D0722109,D0737895,D0744028
D0745087,D0745600,D0745601
D0759748,D0762258,D0762766
D0759748,D0762258,D0771180
D0759748,D0762258,D0773554
D0759748,D0762258,D0763346
D0759748,D0762766,D0768766
D0759748,D0762766,D0768767
D0759748,D0762766,D0763956
D0759748,D0762766,D0765767
D0759748,D0762766,D0771181
D0759748,D0768766,D0768767
D0759748,D0763346,D0771180
D0759748,D0763346,D0773554
D0759748,D0763346,D0772335
D0759748,D0771180,D0773554
D0759748,D0771180,D0772335
D0759748,D0761350,D0761899
D0759748,D0761350,D0772335
D0762258,D0762766,D0768766
D0762258,D0762766,D0768767
D0762258,D0762766,D0763956
D0762258,D0762766,D0765767
D0762258,D0762766,D0771181
D0762258,D0771180,D0773554
D0762258,D0771180,D0772335
D0762258,D0763346,D0771180
D0762258,D0763346,D0773554
D0762258,D0763346,D0772335
D0762766,D0768766,D0768767
D0762766,D0763956,D0765767
D0762766,D0763956,D0764574
D0763346,D0771180,D0773554
D0763346,D0771180,D0772335
D0750164,D0765772,D0769965
D0750164,D0765772,D0771183
D0750164,D0765772,D0772977
D0755889,D0763958,D0765772
D0755889,D0763958,D0769965
D0755889,D0763958,D0771183
D0755889,D0763958,D0772977
D0755889,D0765772,D0769965
D0755889,D0765772,D0771183
D0755889,D0765772,D0772977
D0755889,D0769965,D0771183
D0755889,D0769965,D0772977
D0755889,D0771183,D0772977
D0763958,D0765772,D0769965
D0763958,D0765772,D0771183
D0763958,D0765772,D0772977
D0763958,D0769965,D0771183
D0763958,D0769965,D0772977
D0763958,D0771183,D0772977
D0765772,D0769965,D0771183
D0765772,D0769965,D0772977
D0765772,D0771183,D0772977
D0769965,D0771183,D0772977
D0755286,D0758486,D0767676
D0755286,D0758486,D0769968
D0755286,D0758486,D0769965
D0755286,D0767676,D0769968
D0758486,D0767676,D0769968
D0758486,D0769965,D0771183
D0758486,D0769965,D0772977
D0750165,D0757170,D0763957
D0750165,D0763957,D0771182
D0750165,D0763957,D0775275
D0757170,D0763957,D0771182
D0757170,D0763957,D0775275
D0763957,D0771182,D0775275
D0749169,D0749172,D0750164
D0749169,D0750164,D0772977
D0749169,D0750164,D0765772
D0749172,D0750164,D0772977
D0749172,D0750164,D0765772
D0755284,D0758486,D0767676
D0755284,D0758486,D0769968
D0755284,D0758486,D0769965
D0755284,D0769965,D0771183
D0755284,D0769965,D0772977
D0751635,D0754787,D0757165
D0751635,D0754787,D0754788
D0751635,D0754787,D0757164
D0751635,D0757164,D0757165
D0751635,D0760835,D0766359
D0751635,D0766359,D0768768
D0751635,D0766359,D0775275
D0751635,D0766359,D0766360
D0751635,D0766359,D0767671
D0754787,D0757164,D0757165
D0751636,D0765166,D0775275
D0751636,D0765166,D0766359
D0751636,D0765166,D0768768
D0751636,D0765166,D0771182
D0751636,D0757848,D0758481
D0751636,D0757848,D0765773
D0751636,D0757848,D0767671
D0751636,D0757848,D0768768
D0751636,D0757848,D0771182
D0751636,D0757848,D0775275
D0751636,D0758481,D0765773
D0751636,D0758481,D0767671
D0751636,D0758481,D0768768
D0751636,D0758481,D0771182
D0751636,D0758481,D0775275
D0751636,D0758481,D0760834
D0751636,D0758481,D0769368
D0751636,D0765773,D0767671
D0751636,D0765773,D0768768
D0751636,D0765773,D0771182
D0751636,D0765773,D0775275
D0751636,D0767671,D0768768
D0751636,D0767671,D0771182
D0751636,D0767671,D0775275
D0751636,D0768768,D0775275
D0751636,D0768768,D0771182
D0751636,D0771182,D0775275
D0765166,D0766359,D0768768
D0765166,D0766359,D0775275
D0765166,D0766359,D0766360
D0765166,D0766359,D0767671
D0765166,D0768768,D0775275
D0765166,D0768768,D0771182
D0765166,D0771182,D0775275
D0750162,D0765166,D0775275
D0750162,D0765166,D0766359
D0750162,D0765166,D0768768
D0750162,D0765166,D0771182
D0750162,D0753217,D0761902
D0750162,D0752137,D0758481
D0750162,D0758481,D0765773
D0750162,D0758481,D0767671
D0750162,D0758481,D0768768
D0750162,D0758481,D0771182
D0750162,D0758481,D0775275
D0750162,D0758481,D0760834
D0750162,D0758481,D0769368
D0766359,D0768768,D0775275
D0766359,D0768768,D0771182
D0766359,D0766360,D0767671
D0766359,D0767671,D0768768
D0766359,D0767671,D0771182
D0766359,D0767671,D0775275
D0768768,D0771182,D0775275
D0761353,D0761906,D0762770
D0761353,D0761906,D0771184
D0761353,D0762770,D0771184
D0761353,D0762260,D0762261
D0761353,D0762260,D0767672
D0761353,D0762260,D0767673
D0761353,D0762260,D0767674
D0761353,D0762261,D0767672
D0761353,D0762261,D0767673
D0761353,D0762261,D0767674
D0761353,D0767672,D0767673
D0761353,D0767672,D0767674
D0761353,D0767673,D0767674
D0761906,D0762770,D0771184
D0746902,D0761899,D0772335
D0746902,D0761350,D0761899
D0746902,D0761350,D0772335
D0752135,D0769965,D0771183
D0752135,D0769965,D0772977
D0759154,D0761353,D0761906
D0759154,D0761353,D0762770
D0759154,D0761353,D0771184
D0759154,D0761353,D0762260
D0759154,D0761353,D0762261
D0759154,D0761353,D0767672
D0759154,D0761353,D0767673
D0759154,D0761353,D0767674
D0759154,D0762260,D0762261
D0759154,D0762260,D0767672
D0759154,D0762260,D0767673
D0759154,D0762260,D0767674
D0759154,D0762261,D0767672
D0759154,D0762261,D0767673
D0759154,D0762261,D0767674
D0759154,D0767672,D0767673
D0759154,D0767672,D0767674
D0759154,D0767673,D0767674
D0759154,D0759155,D0759156
D0759154,D0759155,D0759157
D0759154,D0759156,D0759157
D0762260,D0762261,D0767672
D0762260,D0762261,D0767673
D0762260,D0762261,D0767674
D0762260,D0767672,D0767673
D0762260,D0767672,D0767674
D0762260,D0767673,D0767674
D0762261,D0767672,D0767673
